entry_at,field1,field2
2022-07-12 13:22:25,34.26,37.39
2022-07-12 13:23:45,35.32,37.39
2022-07-12 13:25:05,34.97,36.98
2022-07-12 13:26:25,37.21,37.06
2022-07-12 13:27:45,33.73,37.15
2022-07-12 13:29:05,34.95,37.17
2022-07-12 13:30:25,35.91,37.3
2022-07-12 13:31:45,34.4,37.19
2022-07-12 13:33:05,35.24,37.24
2022-07-12 13:34:25,34.38,37.04
2022-07-12 13:35:45,37.14,37.27
2022-07-12 13:37:05,37.62,37.47
2022-07-12 13:38:25,35.63,37.92
2022-07-12 13:39:45,34.29,38.08
2022-07-12 13:41:05,36.55,38.28
2022-07-12 13:42:25,36.09,38.49
2022-07-12 13:43:45,33.43,38.46
2022-07-12 13:45:05,33.53,37.95
2022-07-12 13:46:25,32.69,37.5
2022-07-12 13:47:45,34.04,37.65
2022-07-12 13:49:05,35.3,37.4
2022-07-12 13:50:25,32.94,37.46
2022-07-12 13:51:45,33.37,37.57
2022-07-12 13:53:05,33.71,37.9
2022-07-12 13:54:25,35.15,37.91
2022-07-12 13:55:45,34.25,38.13
2022-07-12 13:57:05,33.47,38.23
2022-07-12 13:58:25,32.79,38.05
2022-07-12 13:59:45,34.83,38.25
2022-07-12 14:01:05,34.45,38.46
2022-07-12 14:02:25,35.11,38.58
2022-07-12 14:03:45,33.44,38.59
2022-07-12 14:05:05,36.27,38.7
2022-07-12 14:06:25,32.91,38.76
2022-07-12 14:07:45,35.91,38.9
2022-07-12 14:09:05,34.5,38.98
2022-07-12 14:10:25,31.77,39.07
2022-07-12 14:11:45,31.96,39.12
2022-07-12 14:13:05,34.43,39.22
2022-07-12 14:14:25,35.64,39.51
2022-07-12 14:15:45,33.82,39.62
2022-07-12 14:17:05,32.71,39.86
2022-07-12 14:18:25,31.31,39.6
2022-07-12 14:19:45,32.27,39.5
2022-07-12 14:21:05,31.89,39.39
2022-07-12 14:22:25,35.6,40.01
2022-07-12 14:23:45,36.69,40.6
2022-07-12 14:25:05,36.59,40.89
2022-07-12 14:26:25,36.01,41.18
2022-07-12 14:27:45,34.28,41.67
2022-07-12 14:29:05,35.59,41.91
2022-07-12 14:30:25,32.63,42.12
2022-07-12 14:31:45,33.32,42.2
2022-07-12 14:33:05,34.51,42.26
2022-07-12 14:34:25,30.59,41.92
2022-07-12 14:35:45,31.3,41.9
2022-07-12 14:37:05,30.86,41.94
2022-07-12 14:38:25,30.63,41.62
2022-07-12 14:39:45,31.72,41.58
2022-07-12 14:41:05,31.58,41.54
2022-07-12 14:42:25,32.83,41.94
2022-07-12 14:43:45,30.63,42.01
2022-07-12 14:45:05,29.83,41.95
2022-07-12 14:46:25,29.8,41.5
2022-07-12 14:47:45,31.21,41.49
2022-07-12 14:49:05,30.13,40.83
2022-07-12 14:50:25,30.11,40.65
2022-07-12 14:51:45,32.14,40.76
2022-07-12 14:53:05,31.02,40.89
2022-07-12 14:54:25,31.44,41.07
2022-07-12 14:55:45,30.36,41.62
2022-07-12 14:57:05,32.61,41.9
2022-07-12 14:58:25,31.8,42.43
2022-07-12 14:59:45,31.49,42.69
2022-07-12 15:01:05,31.82,42.67
2022-07-12 15:02:25,32.88,42.89
2022-07-12 15:03:45,32.28,43.09
2022-07-12 15:05:05,32.77,43.49
2022-07-12 15:06:25,31.62,43.57
2022-07-12 15:07:45,28.69,43.03
2022-07-12 15:09:05,29.68,42.76
2022-07-12 15:10:25,31.17,43.22
2022-07-12 15:11:45,29.76,43.18
2022-07-12 15:13:05,30.39,43.35
2022-07-12 15:14:25,30.74,43.53
2022-07-12 15:15:45,31.93,43.74
2022-07-12 15:17:05,32.34,43.96
2022-07-12 15:18:25,32.84,44.22
2022-07-12 15:19:45,29.58,44.47
2022-07-12 15:21:05,28.07,44.4
2022-07-12 15:22:25,30.32,44.45
2022-07-12 15:23:45,27.99,43.99
2022-07-12 15:25:05,29.93,44.21
2022-07-12 15:26:25,28.92,44.16
2022-07-12 15:27:45,31.91,44.4
2022-07-12 15:29:05,31.7,44.58
2022-07-12 15:30:25,29.54,44.58
2022-07-12 15:31:45,28.1,43.93
2022-07-12 15:33:05,28.28,43.58
2022-07-12 15:34:25,29.01,43.16
2022-07-12 15:35:45,29.85,43.02
2022-07-12 15:37:05,29.01,43.06
2022-07-12 15:38:25,30.1,43.31
2022-07-12 15:39:45,28.13,43.3
2022-07-12 15:41:05,29.41,43.52
2022-07-12 15:42:25,31.63,43.77
2022-07-12 15:43:45,32.11,44.02
2022-07-12 15:45:05,32.8,44.27
2022-07-12 15:46:25,32.21,44.53
2022-07-12 15:47:45,32.28,44.73
2022-07-12 15:49:05,31.09,44.93
2022-07-12 15:50:25,30.26,45.09
2022-07-12 15:51:45,29.5,45.32
2022-07-12 15:53:05,30.98,45.38
2022-07-12 15:54:25,30.51,45.39
2022-07-12 15:55:45,27.69,45.24
2022-07-12 15:57:05,29.8,45.2
2022-07-12 15:58:25,28.73,45.11
2022-07-12 15:59:45,29.37,44.81
2022-07-12 16:01:05,27.86,44.5
2022-07-12 16:02:25,29.14,43.43
2022-07-12 16:03:45,30.24,43.54
2022-07-12 16:05:05,28.39,43.1
2022-07-12 16:06:25,29.31,43.12
2022-07-12 16:07:45,29.46,43.09
2022-07-12 16:09:05,28.48,43.13
2022-07-12 16:10:25,30.25,43.12
2022-07-12 16:11:45,29.03,43.01
2022-07-12 16:13:05,29.46,43.01
2022-07-12 16:14:25,29.41,42.99
2022-07-12 16:15:45,29.4,42.95
2022-07-12 16:17:05,31.3,42.93
2022-07-12 16:18:25,30.05,42.95
2022-07-12 16:19:45,28.39,42.82
2022-07-12 16:21:05,29.1,42.69
2022-07-12 16:22:25,29.22,42.76
2022-07-12 16:23:45,31.88,42.97
2022-07-12 16:25:05,30.16,43
2022-07-12 16:26:25,28.7,42.79
2022-07-12 16:27:45,32.09,42.77
2022-07-12 16:29:05,32.14,43.03
2022-07-12 16:30:25,31.53,43.21
2022-07-12 16:31:45,31.77,42.9
2022-07-12 16:33:05,32.36,43.22
2022-07-12 16:34:25,31.32,43.21
2022-07-12 16:35:45,30.91,43.22
2022-07-12 16:37:05,29.07,42.95
2022-07-12 16:38:25,30.25,42.89
2022-07-12 16:39:45,30.35,42.76
2022-07-12 16:41:05,29.5,42.52
2022-07-12 16:42:25,29.52,42.45
2022-07-12 16:43:45,31.22,42.38
2022-07-12 16:45:05,29.93,42.27
2022-07-12 16:46:25,31.21,42.19
2022-07-12 16:47:45,29.95,41.71
2022-07-12 16:49:05,29.53,41.5
2022-07-12 16:50:25,29.81,41.27
2022-07-12 16:51:45,30.29,41.06
2022-07-12 16:53:05,29.82,40.72
2022-07-12 16:54:25,29.21,40.49
2022-07-12 16:55:45,29.59,40.18
2022-07-12 16:57:05,31.04,40.33
2022-07-12 16:58:25,32.75,40.43
2022-07-12 16:59:45,30.22,40.48
2022-07-12 17:01:05,30.78,40.42
2022-07-12 17:02:25,31.3,40.13
2022-07-12 17:03:45,32.53,40.08
2022-07-12 17:05:05,33.27,40.02
2022-07-12 17:06:25,31.61,39.87
2022-07-12 17:07:45,31.62,39.74
2022-07-12 17:09:05,31.74,39.47
2022-07-12 17:10:25,31.57,39.34
2022-07-12 17:11:45,34.01,39.15
2022-07-12 17:13:05,31.63,38.82
2022-07-12 17:14:25,32.68,38.53
2022-07-12 17:15:45,31.5,38.45
2022-07-12 17:17:05,34.93,38.65
2022-07-12 17:18:25,32.57,38.54
2022-07-12 17:19:45,32.07,38.41
2022-07-12 17:21:05,32.44,38.17
2022-07-12 17:22:25,33.29,38.13
2022-07-12 17:23:45,34.46,37.93
2022-07-12 17:25:05,35.65,37.87
2022-07-12 17:26:25,34.61,37.92
2022-07-12 17:27:45,32.75,37.72
2022-07-12 17:29:05,33.61,37.43
2022-07-12 17:30:25,34.04,37.4
2022-07-12 17:31:45,36,37.21
2022-07-12 17:33:05,35.1,37.02
2022-07-12 17:34:25,36.3,37.11
2022-07-12 17:35:45,35.11,37.26
2022-07-12 17:37:05,33.92,37.29
2022-07-12 17:38:25,34.6,37.05
2022-07-12 17:39:45,35.45,37.12
2022-07-12 17:41:05,35.48,37
2022-07-12 17:42:25,36.46,37.5
2022-07-12 17:43:45,32.89,37.64
2022-07-12 17:45:05,34.74,37.57
2022-07-12 17:46:25,34.65,37.44
2022-07-12 17:47:45,33.6,37.4
2022-07-12 17:49:05,35.14,37.11
2022-07-12 17:50:25,34.36,37.33
2022-07-12 17:51:45,34.85,37.46
2022-07-12 17:53:05,33.18,37.35
2022-07-12 17:54:25,34.7,37.43
2022-07-12 17:55:45,35.37,37.59
2022-07-12 17:57:05,35.77,37.73
2022-07-12 17:58:25,35.15,38.01
2022-07-12 17:59:45,33.45,38.05
2022-07-12 18:01:05,34.66,38.19
2022-07-12 18:02:25,32.66,37.74
2022-07-12 18:03:45,32.36,37.79
2022-07-12 18:05:05,32.6,37.73
2022-07-12 18:06:25,32.98,37.72
2022-07-12 18:07:45,32.31,37.7
2022-07-12 18:09:05,33.45,37.8
2022-07-12 18:10:25,32.2,37.91
2022-07-12 18:11:45,32.29,37.88
2022-07-12 18:13:05,34.54,37.92
2022-07-12 18:14:25,33.78,37.87
2022-07-12 18:15:45,32.16,37.83
2022-07-12 18:17:05,32.1,38
2022-07-12 18:18:25,33.79,37.85
2022-07-12 18:19:45,33.4,37.7
2022-07-12 18:21:05,34.07,38.06
2022-07-12 18:22:25,32.16,38.14
2022-07-12 18:23:45,32.58,38.18
2022-07-12 18:25:05,31.78,38.19
2022-07-12 18:26:25,32.85,38.06
2022-07-12 18:27:45,32.31,38.01
2022-07-12 18:29:05,32.21,37.77
2022-07-12 18:30:25,32.68,37.69
2022-07-12 18:31:45,32.96,37.66
2022-07-12 18:33:05,34.28,38.04
2022-07-12 18:34:25,32.78,38.17
2022-07-12 18:35:45,34.21,38.19
2022-07-12 18:37:05,34.18,39.01
2022-07-12 18:38:25,32.38,38.81
2022-07-12 18:39:45,31.83,38.58
2022-07-12 18:41:05,32.89,38.49
2022-07-12 18:42:25,34.1,38.5
2022-07-12 18:43:45,32.69,38.46
2022-07-12 18:45:05,32.56,38.14
2022-07-12 18:46:25,34.7,38.11
2022-07-12 18:47:45,33.62,38.15
2022-07-12 18:49:05,33.3,38.18
2022-07-12 18:50:25,32.61,37.8
2022-07-12 18:51:45,32.66,37.41
2022-07-12 18:53:05,33.94,37.69
2022-07-12 18:54:25,32.82,37.45
2022-07-12 18:55:45,33.38,37.49
2022-07-12 18:57:05,33.17,37.55
2022-07-12 18:58:25,33.93,37.41
2022-07-12 18:59:45,33.63,37.47
2022-07-12 19:01:05,34.15,37.28
2022-07-12 19:02:25,33.44,37.26
2022-07-12 19:03:45,33.02,37.04
2022-07-12 19:05:05,33.72,37.03
2022-07-12 19:06:25,33.12,37
2022-07-12 19:07:45,34.81,36.95
2022-07-12 19:09:05,33.58,36.96
2022-07-12 19:10:25,33.2,36.78
2022-07-12 19:11:45,33.2,36.56
2022-07-12 19:13:05,33.58,36.19
2022-07-12 19:14:25,35.25,36.09
2022-07-12 19:15:45,36.06,35.99
2022-07-12 19:17:05,35.29,35.82
2022-07-12 19:18:25,34.45,35.88
2022-07-12 19:19:45,35.4,36.18
2022-07-12 19:21:05,33.68,36.14
2022-07-12 19:22:25,35.15,36.16
2022-07-12 19:23:45,33.61,35.99
2022-07-12 19:25:05,34.02,35.85
2022-07-12 19:26:25,33.74,35.74
2022-07-12 19:27:45,34.29,35.65
2022-07-12 19:29:05,34.63,35.67
2022-07-12 19:30:25,34.42,35.3
2022-07-12 19:31:45,34.96,34.43
2022-07-12 19:33:05,36.11,34.06
2022-07-12 19:34:25,37.56,33.42
2022-07-12 19:35:45,36.94,32.8
2022-07-12 19:37:05,39.27,32.48
2022-07-12 19:38:25,38.51,32.27
2022-07-12 19:39:45,38.74,31.91
2022-07-12 19:41:05,37.85,31.55
2022-07-12 19:42:25,38.04,31.32
2022-07-12 19:43:45,38.92,31.12
2022-07-12 19:45:05,39.23,30.51
2022-07-12 19:46:25,39.34,30.31
2022-07-12 19:47:45,39.98,29.89
2022-07-12 19:49:05,39.94,29.83
2022-07-12 19:50:25,40.45,29.58
2022-07-12 19:51:45,40.65,29.53
2022-07-12 19:53:05,40.75,29.47
2022-07-12 19:54:25,41.42,29.03
2022-07-12 19:55:45,42.65,28.65
2022-07-12 19:57:05,42.97,28.08
2022-07-12 19:58:25,44.49,27.99
2022-07-12 19:59:45,43.27,27.87
2022-07-12 20:01:05,44.41,27.71
2022-07-12 20:02:25,44.91,27.57
2022-07-12 20:03:45,44.38,27.49
2022-07-12 20:05:05,45.14,27.34
2022-07-12 20:06:25,44.73,27.3
2022-07-12 20:07:45,44.07,27.26
2022-07-12 20:09:05,45.65,27.22
2022-07-12 20:10:25,45.06,27.15
2022-07-12 20:11:45,44.73,27.08
2022-07-12 20:13:05,45.27,27
2022-07-12 20:14:25,45.25,26.96
2022-07-12 20:15:45,45.86,26.92
2022-07-12 20:17:05,45.64,26.83
2022-07-12 20:18:25,46.15,26.75
2022-07-12 20:19:45,45.27,26.68
2022-07-12 20:21:05,45.76,26.66
2022-07-12 20:22:25,45.5,26.61
2022-07-12 20:23:45,45.82,26.59
2022-07-12 20:25:05,45.73,26.56
2022-07-12 20:26:25,46.35,26.53
2022-07-12 20:27:45,45.16,26.5
2022-07-12 20:29:05,46.11,26.46
2022-07-12 20:30:25,46.08,26.45
2022-07-12 20:31:45,45.93,26.44
2022-07-12 20:33:05,46.16,26.44
2022-07-12 20:34:25,45.6,26.45
2022-07-12 20:35:45,45.87,26.46
2022-07-12 20:37:05,46.64,26.43
2022-07-12 20:38:25,46.9,26.41
2022-07-12 20:39:45,45.68,26.39
2022-07-12 20:41:05,46.11,26.38
2022-07-12 20:42:25,45.8,26.36
2022-07-12 20:43:45,47.33,26.37
2022-07-12 20:45:05,47.13,26.36
2022-07-12 20:46:25,46.44,26.34
2022-07-12 20:47:45,46.19,26.32
2022-07-12 20:49:05,45.54,26.31
2022-07-12 20:50:25,45.85,26.29
2022-07-12 20:51:45,46.07,26.25
2022-07-12 20:53:05,46.36,26.23
2022-07-12 20:54:25,45.6,26.21
2022-07-12 20:55:45,45.91,26.18
2022-07-12 20:57:05,46.25,26.17
2022-07-12 20:58:25,46.21,26.16
2022-07-12 20:59:45,46.05,26.13
2022-07-12 21:01:05,47.08,26.13
2022-07-12 21:02:25,46.47,26.1
2022-07-12 21:03:45,46.08,26.09
2022-07-12 21:05:05,46.07,26.12
2022-07-12 21:06:25,47.68,26.1
2022-07-12 21:07:45,46.88,26.1
2022-07-12 21:09:05,46.77,26.07
2022-07-12 21:10:25,46.79,26.09
2022-07-12 21:11:45,46.59,26.09
2022-07-12 21:13:05,47.08,26.1
2022-07-12 21:14:25,47.08,26.11
2022-07-12 21:15:45,47.03,26.11
2022-07-12 21:17:05,47.52,26.12
2022-07-12 21:18:25,47.33,26.13
2022-07-12 21:19:45,46.66,26.16
2022-07-12 21:21:05,46.93,26.19
2022-07-12 21:22:25,46.52,26.21
2022-07-12 21:23:45,46.53,26.22
2022-07-12 21:25:05,46.32,26.24
2022-07-12 21:26:25,46.07,26.26
2022-07-12 21:27:45,46.05,26.27
2022-07-12 21:29:05,46.89,26.31
2022-07-12 21:30:25,46.99,26.32
2022-07-12 21:31:45,46.56,26.31
2022-07-12 21:33:05,47.18,26.31
2022-07-12 21:34:25,48.11,26.31
2022-07-12 21:35:45,47.84,26.28
2022-07-12 21:37:05,47.16,26.26
2022-07-12 21:38:25,46.03,26.24
2022-07-12 21:39:45,47.46,26.18
2022-07-12 21:41:05,46.54,26.15
2022-07-12 21:42:25,48.05,26.11
2022-07-12 21:43:45,47.44,26.08
2022-07-12 21:45:05,47.04,26.04
2022-07-12 21:46:25,47.47,26.01
2022-07-12 21:47:45,48.13,25.98
2022-07-12 21:49:05,47.34,25.9
2022-07-12 21:50:25,47.54,25.84
2022-07-12 21:51:45,47.08,25.81
2022-07-12 21:53:05,47.43,25.76
2022-07-12 21:54:25,47.52,25.68
2022-07-12 21:55:45,47.95,25.66
2022-07-12 21:57:05,47.55,25.62
2022-07-12 21:58:25,47.41,25.57
2022-07-12 21:59:45,47.6,25.54
2022-07-12 22:01:05,47.47,25.54
2022-07-12 22:02:25,47.38,25.5
2022-07-12 22:03:45,47.22,25.48
2022-07-12 22:05:05,47.78,25.47
2022-07-12 22:06:25,47.67,25.46
2022-07-12 22:07:45,47.91,25.44
2022-07-12 22:09:05,47.79,25.4
2022-07-12 22:10:25,47.9,25.35
2022-07-12 22:11:45,47.43,25.35
2022-07-12 22:13:05,47.57,25.35
2022-07-12 22:14:25,47.28,25.35
2022-07-12 22:15:45,47.23,25.34
2022-07-12 22:17:05,48.12,25.32
2022-07-12 22:18:25,47.51,25.3
2022-07-12 22:19:45,47.83,25.29
2022-07-12 22:21:05,47.78,25.27
2022-07-12 22:22:25,47.57,25.25
2022-07-12 22:23:45,47.42,25.22
2022-07-12 22:25:05,47.67,25.21
2022-07-12 22:26:25,47.33,25.19
2022-07-12 22:27:45,48.11,25.17
2022-07-12 22:29:05,47.54,25.13
2022-07-12 22:30:25,47.25,25.11
2022-07-12 22:31:45,47.62,25.08
2022-07-12 22:33:05,47.34,25.04
2022-07-12 22:34:25,48.2,25.02
2022-07-12 22:35:45,47.18,24.96
2022-07-12 22:37:05,47.97,24.94
2022-07-12 22:38:25,48.15,24.91
2022-07-12 22:39:45,47.68,24.9
2022-07-12 22:41:05,47.89,24.87
2022-07-12 22:42:25,47.69,24.86
2022-07-12 22:43:45,47.72,24.79
2022-07-12 22:45:05,47.73,24.79
2022-07-12 22:46:25,48.35,24.78
2022-07-12 22:47:45,48.35,24.76
2022-07-12 22:49:05,48.21,24.71
2022-07-12 22:50:25,49.18,24.67
2022-07-12 22:51:45,48.95,24.64
2022-07-12 22:53:05,51.63,24.55
2022-07-12 22:54:25,67.78,23.89
2022-07-12 22:55:45,69.5,23.65
2022-07-12 22:57:05,69.8,23
2022-07-12 22:58:25,68.67,22.86
2022-07-12 22:59:45,64.46,22.69
2022-07-12 23:01:05,61.75,22.46
2022-07-12 23:02:25,65.87,22.41
2022-07-12 23:03:45,67.03,22.35
2022-07-12 23:05:05,68.61,22.27
2022-07-12 23:06:25,67.87,22.21
2022-07-12 23:07:45,68.32,22.16
2022-07-12 23:09:05,66.97,22.12
2022-07-12 23:10:25,65.46,22.09
2022-07-12 23:11:45,66.78,22.06
2022-07-12 23:13:05,67.41,22.05
2022-07-12 23:14:25,64.89,22
2022-07-12 23:15:45,64.67,21.96
2022-07-12 23:17:05,60.61,21.92
2022-07-12 23:18:25,64.6,21.95
2022-07-12 23:19:45,66.02,21.97
2022-07-12 23:21:05,62.82,21.93
2022-07-12 23:22:25,65.03,21.92
2022-07-12 23:23:45,65.26,21.88
2022-07-12 23:25:05,65.79,21.85
2022-07-12 23:26:25,66.27,21.79
2022-07-12 23:27:45,66.43,21.75
2022-07-12 23:29:05,64.96,21.67
2022-07-12 23:30:25,65.11,21.63
2022-07-12 23:31:45,64.91,21.61
2022-07-12 23:33:05,65.06,21.58
2022-07-12 23:34:25,64.78,21.56
2022-07-12 23:35:45,64.78,21.54
2022-07-12 23:37:05,62.39,21.5
