entry_at,field1,field2
2022-07-12 10:30:05,67.74,18.49
2022-07-12 10:31:05,67.49,18.49
2022-07-12 10:32:05,67.8,18.49
2022-07-12 10:33:05,67.74,18.5
2022-07-12 10:34:05,67.49,18.51
2022-07-12 10:35:05,67.34,18.52
2022-07-12 10:36:05,67,18.56
2022-07-12 10:37:05,66.78,18.6
2022-07-12 10:38:05,66.82,18.65
2022-07-12 10:39:05,66.65,18.7
2022-07-12 10:40:05,67,18.75
2022-07-12 10:41:05,67.45,18.79
2022-07-12 10:42:05,67.73,18.82
2022-07-12 10:43:05,67.55,18.82
2022-07-12 10:44:05,67.65,18.84
2022-07-12 10:45:05,67.29,18.85
2022-07-12 10:46:05,67.37,18.84
2022-07-12 10:47:05,66.08,18.84
2022-07-12 10:48:05,66.32,18.82
2022-07-12 10:49:05,66.46,18.81
2022-07-12 10:50:05,66.47,18.83
2022-07-12 10:51:05,66.55,18.82
2022-07-12 10:52:05,67.06,18.82
2022-07-12 10:53:05,67.48,18.81
2022-07-12 10:54:05,67.15,18.82
2022-07-12 10:55:05,66.63,18.84
2022-07-12 10:56:05,65.21,18.88
2022-07-12 10:57:05,64.86,18.9
2022-07-12 10:58:05,64.12,18.92
2022-07-12 10:59:05,64.26,18.93
2022-07-12 11:00:05,64.4,18.95
2022-07-12 11:01:05,64.89,18.97
2022-07-12 11:02:05,65.24,18.99
2022-07-12 11:03:05,66.02,18.99
2022-07-12 11:04:05,66.2,19
2022-07-12 11:05:05,66.15,19
2022-07-12 11:06:05,66.51,19
2022-07-12 11:07:05,66.1,19.03
2022-07-12 11:08:05,65.98,19.04
2022-07-12 11:09:05,66.14,19.1
2022-07-12 11:10:05,66.16,19.1
2022-07-12 11:11:05,66.29,19.14
2022-07-12 11:12:05,65.64,19.24
2022-07-12 11:13:05,66.08,19.29
2022-07-12 11:14:05,66.43,19.38
2022-07-12 11:15:05,66.95,19.41
2022-07-12 11:16:05,68,19.47
2022-07-12 11:17:05,66.25,19.48
2022-07-12 11:18:05,64.44,19.55
2022-07-12 11:19:05,66.21,19.64
2022-07-12 11:20:05,63.99,19.71
2022-07-12 11:21:05,64.38,19.73
2022-07-12 11:22:05,64.61,19.72
2022-07-12 11:23:05,64.46,19.75
2022-07-12 11:24:05,64.05,19.78
2022-07-12 11:25:05,64.29,19.8
2022-07-12 11:26:05,64.21,19.84
2022-07-12 11:27:05,63.73,19.85
2022-07-12 11:28:05,64.25,19.9
2022-07-12 11:29:05,60.71,20
2022-07-12 11:30:05,62.76,20.07
2022-07-12 11:31:05,64.13,20.16
2022-07-12 11:32:05,64.29,20.18
2022-07-12 11:33:05,63.16,20.28
2022-07-12 11:34:05,63.49,20.3
2022-07-12 11:35:05,63.54,20.35
2022-07-12 11:36:05,61.89,20.4
2022-07-12 11:37:05,62.79,20.42
2022-07-12 11:38:05,62.21,20.45
2022-07-12 11:39:05,63.11,20.49
2022-07-12 11:40:05,63.77,20.53
2022-07-12 11:41:05,63.75,20.57
2022-07-12 11:42:05,63.22,20.61
2022-07-12 11:43:05,62.78,20.66
2022-07-12 11:44:05,63.49,20.7
2022-07-12 11:45:05,63.65,20.74
2022-07-12 11:46:05,63.43,20.77
2022-07-12 11:47:05,62.13,20.81
2022-07-12 11:48:05,59.03,20.87
2022-07-12 11:49:05,59.89,20.93
2022-07-12 11:50:05,60.76,20.94
2022-07-12 11:51:05,61.1,20.99
2022-07-12 11:52:05,61.52,21.01
2022-07-12 11:53:05,62.36,21.07
2022-07-12 11:54:05,61.71,21.09
2022-07-12 11:55:05,61.93,21.13
2022-07-12 11:56:05,63.41,21.16
2022-07-12 11:57:05,64.11,21.22
2022-07-12 11:58:05,62.04,21.25
2022-07-12 11:59:05,63.64,21.28
2022-07-12 12:00:05,63.65,21.34
2022-07-12 12:01:05,62.61,21.38
2022-07-12 12:02:05,62.64,21.45
2022-07-12 12:03:05,63.65,21.64
2022-07-12 12:04:05,62.68,21.69
2022-07-12 12:05:05,59.51,21.74
2022-07-12 12:06:05,58.87,21.77
2022-07-12 12:07:05,60.54,21.78
2022-07-12 12:08:05,58.92,21.82
2022-07-12 12:09:05,58.89,21.82
2022-07-12 12:10:05,58.87,21.82
2022-07-12 12:11:05,57.67,21.81
2022-07-12 12:12:05,57.96,21.83
2022-07-12 12:13:05,59.41,21.84
2022-07-12 12:14:05,59.49,21.83
2022-07-12 12:15:05,58.07,21.84
2022-07-12 12:16:05,57.53,21.85
2022-07-12 12:17:05,57.97,21.89
2022-07-12 12:18:05,59.21,21.91
2022-07-12 12:19:05,60,21.95
2022-07-12 12:20:05,61.54,22.03
2022-07-12 12:21:05,60.08,22.1
2022-07-12 12:22:05,58.56,22.4
2022-07-12 12:23:05,59.01,22.44
2022-07-12 12:24:05,56.98,22.46
2022-07-12 12:25:05,58.29,22.53
2022-07-12 12:26:05,58.22,22.56
2022-07-12 12:27:05,58.16,22.56
2022-07-12 12:28:05,57.6,22.68
2022-07-12 12:29:05,58.08,22.69
2022-07-12 12:30:05,56.66,22.68
2022-07-12 12:31:05,58.48,22.69
2022-07-12 12:32:05,57.05,22.74
2022-07-12 12:33:05,56.21,22.79
2022-07-12 12:34:05,56.63,22.78
2022-07-12 12:35:05,57.68,22.77
2022-07-12 12:36:05,58.17,22.77
2022-07-12 12:37:05,59.78,22.79
2022-07-12 12:38:05,59.82,22.84
2022-07-12 12:39:05,57.67,23.01
2022-07-12 12:40:05,57.11,23.04
2022-07-12 12:41:05,58.68,23.14
2022-07-12 12:42:05,58.01,23.24
2022-07-12 12:43:05,56.79,23.3
2022-07-12 12:44:05,56.12,23.37
2022-07-12 12:45:05,56.52,23.48
2022-07-12 12:46:05,56.07,23.58
2022-07-12 12:47:05,55.92,23.6
2022-07-12 12:48:05,57.07,23.72
2022-07-12 12:49:05,59.09,23.76
2022-07-12 12:50:05,55.71,23.78
2022-07-12 12:51:05,55.91,23.78
2022-07-12 12:52:05,56.6,23.8
2022-07-12 12:53:05,55.38,23.77
2022-07-12 12:54:05,56.39,23.8
2022-07-12 12:55:05,54.34,23.81
2022-07-12 12:56:05,55.55,23.83
2022-07-12 12:57:05,54.81,23.86
2022-07-12 12:58:05,55.22,23.88
2022-07-12 12:59:05,54.46,23.87
2022-07-12 13:00:05,53.83,23.89
2022-07-12 13:01:05,55.63,23.91
2022-07-12 13:02:05,57.15,23.96
2022-07-12 13:03:05,56.71,24.01
2022-07-12 13:04:05,56.78,24.06
2022-07-12 13:05:05,54.92,24.11
2022-07-12 13:06:05,56.66,24.2
2022-07-12 13:07:05,56.54,24.22
2022-07-12 13:08:05,55.75,24.25
2022-07-12 13:09:05,54.56,24.26
2022-07-12 13:10:05,55.13,24.3
2022-07-12 13:11:05,55.96,24.34
2022-07-12 13:12:05,55.19,24.35
2022-07-12 13:13:05,54.74,24.36
2022-07-12 13:14:05,53.77,24.36
2022-07-12 13:15:05,54.86,24.37
2022-07-12 13:16:05,53.39,24.39
2022-07-12 13:17:05,53.93,24.41
2022-07-12 13:18:05,54.75,24.43
2022-07-12 13:19:05,54.89,24.47
2022-07-12 13:20:05,54.37,24.51
2022-07-12 13:21:05,54.87,24.55
2022-07-12 13:22:05,53.48,24.58
2022-07-12 13:23:05,52.78,24.61
2022-07-12 13:24:05,53.61,24.69
2022-07-12 13:25:05,55.13,24.74
2022-07-12 13:26:05,54.1,24.78
2022-07-12 13:27:05,54.14,24.81
2022-07-12 13:28:05,53.66,24.86
2022-07-12 13:29:05,54.76,24.94
2022-07-12 13:30:05,56.26,25.02
2022-07-12 13:31:05,53.44,25.19
2022-07-12 13:32:05,52.72,25.24
2022-07-12 13:33:05,51.69,25.24
2022-07-12 13:34:05,52.33,25.25
2022-07-12 13:35:05,53.26,25.28
2022-07-12 13:36:05,55.24,25.32
2022-07-12 13:37:05,55.03,25.37
2022-07-12 13:38:05,52.9,25.43
2022-07-12 13:39:05,52.73,25.42
2022-07-12 13:40:05,52.13,25.4
2022-07-12 13:41:05,54.25,25.51
2022-07-12 13:42:05,54.03,25.74
2022-07-12 13:43:05,55.61,25.82
2022-07-12 13:44:05,54.26,25.95
2022-07-12 13:45:05,52.42,26.07
2022-07-12 13:46:05,52.04,26.09
2022-07-12 13:47:05,50.61,26.14
2022-07-12 13:48:05,49.87,26.32
2022-07-12 13:49:05,50.8,26.38
2022-07-12 13:50:05,51.58,26.59
2022-07-12 13:51:05,49.66,26.62
2022-07-12 13:52:05,49.93,26.93
2022-07-12 13:53:05,50.56,27.16
2022-07-12 13:54:05,50.3,27.26
2022-07-12 13:55:05,49.05,27.33
2022-07-12 13:56:05,50.66,27.42
2022-07-12 13:57:05,51.5,27.65
2022-07-12 13:58:05,51.56,27.7
2022-07-12 13:59:05,51.66,27.77
2022-07-12 14:00:05,51.92,27.82
2022-07-12 14:01:05,47.3,27.78
2022-07-12 14:02:05,46.26,27.69
2022-07-12 14:03:05,49.1,27.71
2022-07-12 14:04:05,50.89,27.74
2022-07-12 14:05:05,50.1,27.79
2022-07-12 14:06:05,50.41,27.87
2022-07-12 14:07:05,50.3,27.96
2022-07-12 14:08:05,50.49,28.08
2022-07-12 14:09:05,50.85,28.13
2022-07-12 14:10:05,49.84,28.21
2022-07-12 14:11:05,49.65,28.26
2022-07-12 14:12:05,49.86,28.3
2022-07-12 14:13:05,51.1,28.37
2022-07-12 14:14:05,50.7,28.43
2022-07-12 14:15:05,47.77,28.42
2022-07-12 14:16:05,48.13,28.44
2022-07-12 14:17:05,51,28.47
2022-07-12 14:18:05,51.09,28.5
2022-07-12 14:19:05,51.07,28.5
2022-07-12 14:20:05,50.5,28.49
2022-07-12 14:21:05,46.78,28.39
2022-07-12 14:22:05,49.67,28.37
2022-07-12 14:23:05,48.68,28.38
2022-07-12 14:24:05,48.55,28.27
2022-07-12 14:25:05,46.62,28.16
2022-07-12 14:26:05,49.12,28.18
2022-07-12 14:27:05,48.82,28.17
2022-07-12 14:28:05,49.56,28.18
2022-07-12 14:29:05,51.45,28.22
2022-07-12 14:30:05,51.9,28.23
2022-07-12 14:31:05,48.81,28.26
2022-07-12 14:32:05,50.83,28.33
2022-07-12 14:33:05,49.29,28.38
2022-07-12 14:34:05,47.12,28.36
2022-07-12 14:35:05,48.97,28.43
2022-07-12 14:36:05,48.74,28.48
2022-07-12 14:37:05,47.77,28.48
2022-07-12 14:38:05,45.91,28.45
2022-07-12 14:39:05,47.31,28.45
2022-07-12 14:40:05,47.64,28.54
2022-07-12 14:41:05,49.13,28.62
2022-07-12 14:42:05,48.94,28.65
2022-07-12 14:43:05,49.4,28.72
2022-07-12 14:44:05,50.24,28.85
2022-07-12 14:45:05,49.61,28.95
2022-07-12 14:46:05,49.46,28.99
2022-07-12 14:47:05,49.96,29.02
2022-07-12 14:48:05,48.72,29.03
2022-07-12 14:49:05,49.1,29.03
2022-07-12 14:50:05,47.83,28.94
2022-07-12 14:51:05,47.43,28.86
2022-07-12 14:52:05,48.01,28.82
2022-07-12 14:53:05,48.54,28.78
2022-07-12 14:54:05,48.29,28.74
2022-07-12 14:55:05,49.15,28.75
2022-07-12 14:56:05,48.69,28.78
2022-07-12 14:57:05,49.3,28.8
2022-07-12 14:58:05,46.33,28.75
2022-07-12 14:59:05,47.89,28.77
2022-07-12 15:00:05,47.29,28.74
2022-07-12 15:01:05,48.14,28.76
2022-07-12 15:02:05,47.57,28.74
2022-07-12 15:03:05,48.98,28.77
2022-07-12 15:04:05,47.86,28.74
2022-07-12 15:05:05,48.07,28.71
2022-07-12 15:06:05,48.8,28.73
2022-07-12 15:07:05,48.65,28.74
2022-07-12 15:08:05,49.76,28.76
2022-07-12 15:09:05,48.87,28.8
2022-07-12 15:10:05,49.05,28.81
2022-07-12 15:11:05,47.6,28.82
2022-07-12 15:12:05,49.32,28.9
2022-07-12 15:13:05,49.08,28.92
2022-07-12 15:14:05,50.59,29.01
2022-07-12 15:15:05,48.76,29.03
2022-07-12 15:16:05,49.04,29.05
2022-07-12 15:17:05,47.63,29.07
2022-07-12 15:18:05,45.66,29.02
2022-07-12 15:19:05,46.21,29.1
2022-07-12 15:20:05,45.63,29.09
2022-07-12 15:21:05,47.95,29.13
2022-07-12 15:22:05,49.03,29.17
2022-07-12 15:23:05,49.11,29.24
2022-07-12 15:24:05,50.8,29.27
2022-07-12 15:25:05,45,29.22
2022-07-12 15:26:05,46.84,29.22
2022-07-12 15:27:05,47.85,29.1
2022-07-12 15:28:05,47.75,29.08
2022-07-12 15:29:05,46.91,29.06
2022-07-12 15:30:05,47.34,29.01
2022-07-12 15:31:05,46.4,28.92
2022-07-12 15:32:05,46.35,28.94
2022-07-12 15:33:05,48.19,28.98
2022-07-12 15:34:05,47.07,29.02
2022-07-12 15:35:05,47.8,29.04
2022-07-12 15:36:05,48.21,29.07
2022-07-12 15:37:05,48.22,29.09
2022-07-12 15:38:05,47.54,29.25
2022-07-12 15:39:05,46.35,29.31
2022-07-12 15:40:05,46.43,29.35
2022-07-12 15:41:05,47.65,29.38
2022-07-12 15:42:05,47.76,29.46
2022-07-12 15:43:05,48.18,29.52
2022-07-12 15:44:05,49.74,29.57
2022-07-12 15:45:05,49.22,29.67
2022-07-12 15:46:05,48.79,29.66
2022-07-12 15:47:05,48.1,29.64
2022-07-12 15:48:05,47.63,29.66
2022-07-12 15:49:05,46.83,29.68
2022-07-12 15:50:05,46.99,29.7
2022-07-12 15:51:05,46.07,29.68
2022-07-12 15:52:05,48.04,29.75
2022-07-12 15:53:05,43.92,29.79
2022-07-12 15:54:05,45.61,29.81
2022-07-12 15:55:05,46.54,29.89
2022-07-12 15:56:05,48.84,30.04
2022-07-12 15:57:05,47.07,30.1
2022-07-12 15:58:05,46.59,30.13
2022-07-12 15:59:05,47.84,30.16
2022-07-12 16:00:05,47.61,30.2
2022-07-12 16:01:05,48.71,30.22
2022-07-12 16:02:05,46.35,30.23
2022-07-12 16:03:05,45.47,30.17
2022-07-12 16:04:05,45.54,30.15
2022-07-12 16:05:05,47.47,30.19
2022-07-12 16:06:05,47.07,30.21
2022-07-12 16:07:05,47.4,30.25
2022-07-12 16:08:05,47.6,30.32
2022-07-12 16:09:05,47.62,30.35
2022-07-12 16:10:05,48.95,30.46
2022-07-12 16:11:05,44.85,30.5
2022-07-12 16:12:05,47.72,30.55
2022-07-12 16:13:05,47.99,30.59
2022-07-12 16:14:05,49.13,30.65
2022-07-12 16:15:05,48.63,30.69
2022-07-12 16:16:05,46.16,30.72
2022-07-12 16:17:05,47.2,30.77
2022-07-12 16:18:05,47.78,30.82
2022-07-12 16:19:05,49.06,30.89
2022-07-12 16:20:05,46.02,30.96
2022-07-12 16:21:05,44.4,31.14
2022-07-12 16:22:05,46.2,31.22
2022-07-12 16:23:05,44.66,31.25
2022-07-12 16:24:05,44.23,31.26
2022-07-12 16:25:05,44.76,31.36
2022-07-12 16:26:05,45.34,31.43
2022-07-12 16:27:05,42.73,31.35
2022-07-12 16:28:05,42.25,31.26
2022-07-12 16:29:05,44.68,31.38
2022-07-12 16:30:05,42.82,31.41
2022-07-12 16:31:05,43.21,31.42
2022-07-12 16:32:05,43.59,31.43
2022-07-12 16:33:05,45.37,31.43
2022-07-12 16:34:05,44.88,31.46
2022-07-12 16:35:05,45.57,31.51
2022-07-12 16:36:05,45.76,31.56
2022-07-12 16:37:05,45.4,31.56
2022-07-12 16:38:05,44.06,31.58
2022-07-12 16:39:05,43.93,31.62
2022-07-12 16:40:05,44.73,31.66
2022-07-12 16:41:05,44.95,31.7
2022-07-12 16:42:05,43.23,31.68
2022-07-12 16:43:05,45.16,31.73
2022-07-12 16:44:05,45.27,31.78
2022-07-12 16:45:05,44.54,31.76
2022-07-12 16:46:05,44.19,31.85
2022-07-12 16:47:05,43.05,31.91
2022-07-12 16:48:05,42.54,31.95
2022-07-12 16:49:05,44.43,32.02
2022-07-12 16:50:05,44.98,32.07
2022-07-12 16:51:05,45.57,32.15
2022-07-12 16:52:05,46.46,32.22
2022-07-12 16:53:05,45.12,32.3
2022-07-12 16:54:05,43.13,32.33
2022-07-12 16:55:05,43.65,32.37
2022-07-12 16:56:05,41.07,32.32
2022-07-12 16:57:05,44.12,32.44
2022-07-12 16:58:05,42.78,32.4
2022-07-12 16:59:05,43.03,32.41
2022-07-12 17:00:05,42.78,32.46
2022-07-12 17:01:05,44.44,32.53
2022-07-12 17:02:05,43.92,32.6
2022-07-12 17:03:05,43.96,32.65
2022-07-12 17:04:05,42.4,32.64
2022-07-12 17:05:05,43.58,32.74
2022-07-12 17:06:05,42.4,32.71
2022-07-12 17:07:05,43.25,32.73
2022-07-12 17:08:05,42.78,32.73
2022-07-12 17:09:05,43.17,32.74
2022-07-12 17:10:05,43.19,32.76
2022-07-12 17:11:05,43.88,32.79
2022-07-12 17:12:05,42.36,32.77
2022-07-12 17:13:05,41.69,32.81
2022-07-12 17:14:05,43.95,32.83
2022-07-12 17:15:05,40.17,32.86
2022-07-12 17:16:05,42.41,32.93
2022-07-12 17:17:05,43.39,32.98
2022-07-12 17:18:05,42.42,32.96
2022-07-12 17:19:05,42.6,32.95
2022-07-12 17:20:05,41.88,32.94
2022-07-12 17:21:05,42.88,32.98
2022-07-12 17:22:05,43.2,32.99
2022-07-12 17:23:05,43.93,33.03
2022-07-12 17:24:05,41.61,33.01
2022-07-12 17:25:05,43.02,33.01
2022-07-12 17:26:05,42.54,33.02
2022-07-12 17:27:05,42.96,33.06
2022-07-12 17:28:05,43.44,33.07
2022-07-12 17:29:05,40.98,32.91
2022-07-12 17:30:05,41.9,32.92
2022-07-12 17:31:05,42.94,33.02
2022-07-12 17:32:05,41.87,33.03
2022-07-12 17:33:05,41.5,33.02
2022-07-12 17:34:05,43.94,33.12
2022-07-12 17:35:05,41.95,33.17
2022-07-12 17:36:05,41.87,33.18
2022-07-12 17:37:05,43.6,33.26
2022-07-12 17:38:05,44.36,33.36
2022-07-12 17:39:05,42.92,33.46
2022-07-12 17:40:05,43.48,33.56
2022-07-12 17:41:05,42.93,33.67
2022-07-12 17:42:05,43.54,33.74
2022-07-12 17:43:05,42.23,33.84
2022-07-12 17:44:05,43.21,33.96
2022-07-12 17:45:05,41.86,33.98
2022-07-12 17:46:05,42.41,34.21
2022-07-12 17:47:05,42.03,34.31
2022-07-12 17:48:05,42.04,34.49
2022-07-12 17:49:05,38.47,34.44
2022-07-12 17:50:05,41.07,34.89
2022-07-12 17:51:05,39.3,35.38
2022-07-12 17:52:05,37.82,35.26
2022-07-12 17:53:05,40.48,35.66
2022-07-12 17:54:05,37.35,35.73
2022-07-12 17:55:05,39.38,35.91
2022-07-12 17:56:05,41.21,35.98
2022-07-12 17:57:05,37.04,36.24
2022-07-12 17:58:05,38.43,36.46
2022-07-12 17:59:05,38.2,36.47
2022-07-12 18:00:05,40.42,36.67
2022-07-12 18:01:05,39.79,36.87
2022-07-12 18:02:05,36.96,36.95
2022-07-12 18:03:05,37.93,37.12
2022-07-12 18:04:05,35.22,37.08
2022-07-12 18:05:05,37.91,37.27
2022-07-12 18:06:05,36.59,37.42
2022-07-12 18:07:05,36.77,37.43
2022-07-12 18:08:05,38.16,37.7
2022-07-12 18:09:05,38.37,37.77
2022-07-12 18:10:05,35.51,37.76
2022-07-12 18:11:05,35.35,37.72
2022-07-12 18:12:05,36.62,37.88
2022-07-12 18:13:05,37.48,37.96
2022-07-12 18:14:05,37.56,38.05
2022-07-12 18:15:05,37.57,38.22
2022-07-12 18:16:05,35.55,38.2
2022-07-12 18:17:05,36.09,38.29
2022-07-12 18:18:05,38.9,38.4
2022-07-12 18:19:05,37.29,38.4
2022-07-12 18:20:05,37.6,38.4
2022-07-12 18:21:05,36.03,38.44
2022-07-12 18:22:05,36.34,38.51
2022-07-12 18:23:05,36.2,38.59
2022-07-12 18:24:05,37.01,38.49
2022-07-12 18:25:05,35.1,38.45
2022-07-12 18:26:05,37.35,38.41
2022-07-12 18:27:05,35.99,38.44
2022-07-12 18:28:05,37.56,38.52
2022-07-12 18:29:05,35.33,38.54
2022-07-12 18:30:05,37.82,38.52
2022-07-12 18:31:05,38.38,38.53
2022-07-12 18:32:05,38.4,38.58
2022-07-12 18:33:05,37.97,38.62
2022-07-12 18:34:05,35.41,38.37
2022-07-12 18:35:05,38.09,38.36
2022-07-12 18:36:05,38.26,38.4
2022-07-12 18:37:05,35.42,38.23
2022-07-12 18:38:05,37.3,38.2
2022-07-12 18:39:05,36.74,38.21
2022-07-12 18:40:05,36.73,38.18
2022-07-12 18:41:05,38.78,38.14
2022-07-12 18:42:05,36.42,38.02
2022-07-12 18:43:05,37.8,38
2022-07-12 18:44:05,37.91,37.95
2022-07-12 18:45:05,36.84,37.92
2022-07-12 18:46:05,38.28,37.91
2022-07-12 18:47:05,37.1,37.87
2022-07-12 18:48:05,36.5,37.8
2022-07-12 18:49:05,36.55,37.67
2022-07-12 18:50:05,36.42,37.58
2022-07-12 18:51:05,37.79,37.54
2022-07-12 18:52:05,38.58,37.52
2022-07-12 18:53:05,38.75,37.52
2022-07-12 18:54:05,37.42,37.44
2022-07-12 18:55:05,36.74,37.31
2022-07-12 18:56:05,36.32,37.15
2022-07-12 18:57:05,36.16,36.84
2022-07-12 18:58:05,37.43,36.86
2022-07-12 18:59:05,37.3,36.83
2022-07-12 19:00:05,35.84,36.56
2022-07-12 19:01:05,36.86,36.46
2022-07-12 19:02:05,37.97,36.43
2022-07-12 19:03:05,40.2,36.43
2022-07-12 19:04:05,36.84,36.35
2022-07-12 19:05:05,38.34,36.26
2022-07-12 19:06:05,38.27,36.11
2022-07-12 19:07:05,38.2,35.94
2022-07-12 19:08:05,38.65,35.5
2022-07-12 19:09:05,38.86,35.29
2022-07-12 19:10:05,39.91,34.55
2022-07-12 19:11:05,38.96,34.15
2022-07-12 19:12:05,40.27,34.03
2022-07-12 19:13:05,40.1,33.17
2022-07-12 19:14:05,40,33
2022-07-12 19:15:05,41.15,32.95
2022-07-12 19:16:05,41.01,32.86
2022-07-12 19:17:05,41.03,32.84
2022-07-12 19:18:05,41.46,32.79
2022-07-12 19:19:05,41.96,32.84
2022-07-12 19:20:05,40.74,32.88
2022-07-12 19:21:05,40.82,33.03
2022-07-12 19:22:05,40.31,32.95
2022-07-12 19:23:05,42.64,32.9
2022-07-12 19:24:05,41.45,32.82
2022-07-12 19:25:05,41.71,32.64
2022-07-12 19:26:05,41.54,32.45
2022-07-12 19:27:05,41.2,32.29
2022-07-12 19:28:05,41.2,32.16
2022-07-12 19:29:05,42.45,31.91
2022-07-12 19:30:05,42.93,31.75
2022-07-12 19:31:05,41.9,31.53
2022-07-12 19:32:05,42.07,31.41
2022-07-12 19:33:05,42.9,31.28
2022-07-12 19:34:05,42.95,30.91
2022-07-12 19:35:05,42.49,30.73
2022-07-12 19:36:05,43.27,30.59
2022-07-12 19:37:05,43.06,30.46
2022-07-12 19:38:05,43.31,30.35
2022-07-12 19:39:05,43.9,30.22
2022-07-12 19:40:05,43.35,30.13
2022-07-12 19:41:05,43.89,30.01
2022-07-12 19:42:05,43.19,29.91
2022-07-12 19:43:05,43.99,29.83
2022-07-12 19:44:05,44.13,29.75
2022-07-12 19:45:05,44.02,29.68
2022-07-12 19:46:05,44.11,29.6
2022-07-12 19:47:05,44.27,29.52
2022-07-12 19:48:05,44.03,29.44
2022-07-12 19:49:05,44.71,29.38
2022-07-12 19:50:05,45.07,29.34
2022-07-12 19:51:05,45.1,29.28
2022-07-12 19:52:05,45.22,29.21
2022-07-12 19:53:05,45.21,29.13
2022-07-12 19:54:05,45.41,29.08
2022-07-12 19:55:05,46.22,29.03
